来源作者,期刊,年度(期),标题,作者,机构,下载量,页码,页数,大小
贺灿飞,城市发展研究 .,"2017 ,24 (12)",中原城市群产业投资网络结构特征分析,"蔡高明1,2 李志斌3 王东宇1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学北大—林肯研究院城市发展与土地政策研究中心 3.北京大学政府管理学院,下载：953,页码：16-21+91,页数：7,大小：1784K
贺灿飞,经济地理 .,"2017 ,37 (11)",中国对非直接投资时空演化及其影响因素,"黎明1 夏昕鸣1,2 朱晟君1 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1607,页码：19-27,页数：9,大小：2768K
贺灿飞,中国工业经济 .,2017 (11),“建立更加有效的区域协调发展新机制”笔谈,"孙久文1 张可云2 安虎森3,4 贺灿飞5 潘文卿6",1.中国人民大学经济学院 2.中国人民大学区域与城市经济研究所 3.南开大学中国特色社会主义经济建设协同创新中心 4.南开大学经济研究所 5.北京大学城市与环境学院 6.清华大学经济管理学院,下载：7055,页码：26-61,页数：36,大小：892K
贺灿飞,地理学报 .,"2017 ,72 (11)","立足地理学科前沿,服务国家战略需求——北京大学地理学科65周年",贺灿飞 刘鸿雁 李双成,北京大学城市与环境学院地表过程分析与模拟教育部重点实验室,下载：938,页码：1933-1936,页数：4,大小：935K
贺灿飞,地理学报 .,"2017 ,72 (11)",北京大学人文地理学发展与创新,冯长春 贺灿飞 邓辉 林坚 曹广忠 柴彦威 吴必虎 陈彦光 冯健 赵鹏军 宋峰 戴林琳 朱晟君,北京大学城市与环境学院,下载：3978,页码：1952-1973,页数：22,大小：1093K
贺灿飞,城市建筑 .,2017 (30),第五届国际城乡规划院长/系主任论坛,"曹新宇1,2 冷红3 贺灿飞4 尤涛5 王纪武6 武凤文7,8 徐苏宁3 王兰9 张纯10 杨晓春11 华晨12,13",1.国际中国规划学会 2.美国明尼苏达大学 3.哈尔滨工业大学建筑学院 4.北京大学城市与环境学院 5.西安建筑科技大学建筑学院城乡规划系 6.浙江大学建筑工程学院区域与城市规划系 7.北京工业大学建筑与城市规划学院城市规划系 8.北京工业大学城市设计研究所 9.同济大学建筑与城市规划学院 10.北京交通大学建筑与艺术学院城市规划系 11.深圳大学建筑与城市规划学院城市规划系 12.浙江大学建筑工程学院 13.浙江大学建筑设计研究院有限公司,下载：308,页码：6-13,页数：8,大小：1113K
贺灿飞,国际城市规划 .,"2017 ,32 (05)",乡村规划的国际经验与实践,"贺贤华1 毛熙彦1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：2482,页码：59-65,页数：7,大小：2770K
贺灿飞,地理研究 .,"2017 ,36 (09)",多维邻近性对中国出口产品空间演化的影响,"贺灿飞1,2 金璐璐1,2 刘颖1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：3512,页码：1613-1626,页数：14,大小：1765K
贺灿飞,热带地理 .,"2017 ,37 (05)",集聚经济:从地理邻近到认知邻近,"贺灿飞1,2 朱晟君1",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1575,页码：631-632,页数：2,大小：770K
贺灿飞,地理科学 .,"2017 ,37 (09)",劳动力成本上升与中国制造业空间转移,李伟 贺灿飞,北京大学城市与环境学院/北京大学-林肯研究院城市发展与土地政策研究中心,下载：2229,页码：1289-1299,页数：11,大小：3024K
贺灿飞,商业经济研究 .,2017 (17),企业迁移微观机制研究——基于四川省成都市周边地区的企业调研,"刘禹君1,2 贺灿飞2",1.北京大学政府管理学院 2.北京大学城市与环境学院,下载：415,页码：146-150,页数：5,大小：1645K
贺灿飞,北京大学学报(自然科学版) .,"2018 ,54 (02)",重大事件对城市投融资的影响研究——基于中国城市面板数据的实证分析,"孔莹晖1,2 贺灿飞1,2 林初升3",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心 3.香港大学地理系,下载：822,页码：451-458,页数：8,大小：929K
贺灿飞,地理学报 .,"2017 ,72 (08)",参与全球生产网络与中国出口产品升级,贺灿飞1 陈航航2,1.北京大学城市与环境学院 2.北京大学城市规划与设计学院,下载：2327,页码：1331-1346,页数：16,大小：1452K
贺灿飞,地理科学进展 .,"2017 ,36 (08)",中国区域产业结构演化的路径突破,"金璐璐1,2 贺灿飞1,2 周沂1,2 胡绪千1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：2667,页码：974-985,页数：12,大小：1298K
贺灿飞,热带地理 .,"2018 ,38 (01)",区域一体化研究综述:尺度、联系与边界,陈航航 贺灿飞 毛熙彦,1.北京大学城市规划与设计学院 2.北京大学城市与环境学院,下载：3884,页码：1-12,页数：12,大小：235K
贺灿飞,现代城市研究 .,2017 (06),城镇土地存量规划的国际经验及其启示,"黎斌1 贺灿飞1,2 黄志基1 周沂1",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1240,页码：39-46,页数：8,大小：789K
贺灿飞,经济地理 .,"2017 ,37 (03)",中国出口产业的空间格局演变,"李伟1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1788,页码：96-105,页数：10,大小：5836K
贺灿飞,城市发展研究 .,"2017 ,24 (03)",从巴黎时装衍生企业的区位分布看北京疏解难题,"王东宇1,2 贺灿飞1,2 王宏杰3",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心 3.中国城市规划设计研究院城市设计研究分院,下载：477,页码：9-15,页数：7,大小：508K
贺灿飞,北京工商大学学报(社会科学版) .,"2017 ,32 (01)",产业关联、制度环境与区域产业演化,颜燕1 贺灿飞2 王俊松3,1.首都经济贸易大学城市经济与公共管理学院 2.北京大学城市与环境学院 3.华东师范大学城市与区域科学学院,下载：1711,页码：118-126,页数：9,大小：134K
贺灿飞,地理科学 .,"2016 ,36 (12)",土地规划的自然过程基础与大数据时代的方法探索,单卫东1 胡月明2 贺灿飞3 曹小曙4 黄贤金5 童昕3 吴常艳5,1.国土资源部科技与国际合作司 2.华南农业大学信息学院 3.北京大学城市与环境学院 4.中山大学地理科学与规划学院 5.南京大学地理与海洋科学学院,下载：1579,页码：1912-1919,页数：8,大小：821K
贺灿飞,地理科学进展 .,"2016 ,35 (11)",基于地级市尺度的中国外资空间动态与本土产业演化,"罗芊1,2 贺灿飞1,2 郭琪1",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1169,页码：1369-1380,页数：12,大小：1420K
贺灿飞,内蒙古师范大学学报(自然科学汉文版) .,"2016 ,45 (05)",基于产业地理的新兴产业用地空间布局方法研究——以广州市白云区为例,李志斌1 刘颖2 贺灿飞2 黄志基2,1.北京大学城市规划与设计学院 2.北京大学林肯研究院城市发展与土地政策研究中心,下载：633,页码：703-708,页数：6,大小：1070K
贺灿飞,地理科学进展 .,"2016 ,35 (08)",“全球—国家—地方”尺度下的国际贸易环境效应研究进展,"毛熙彦1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1506,页码：1027-1038,页数：12,大小：1034K
贺灿飞,Journal of Geographical Sciences .,"2016 ,26 (08)",中国产业地理研究进展（英文）,贺灿飞1 潘峰华2 陈天鸣1,"1.College of Urban and Environmental Sciences, Peking University 2.School of Geography, Beijing Normal University",下载：809,页码：1057-1066,页数：10,大小：188K
贺灿飞,人口与发展 .,"2016 ,22 (04)",经济转型视角下广东省流动人口的时空格局响应,黎明 贺灿飞,北京大学城市与环境学院,下载：594,页码：29-37,页数：9,大小：1662K
贺灿飞,城市发展研究 .,"2016 ,23 (07)",微观尺度下政府企业关系对工业企业用地行为的影响研究,"黄志基1 贺灿飞2,3",1.中央财经大学政府管理学院 2.北京大学城市与环境学院 3.北京大学—林肯研究院城市发展与土地政策研究中心,下载：642,页码：82-90,页数：9,大小：181K
贺灿飞,河南大学学报(自然科学版) .,"2016 ,46 (04)",演化经济地理学,"贺灿飞1,2 黎明1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1708,页码：387-391,页数：5,大小：139K
贺灿飞,地理研究 .,"2016 ,35 (07)",城市区位条件与企业区位动态研究,"刘颖1,2 郭琪3 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心 3.南开大学经济与社会发展研究院,下载：1843,页码：1301-1313,页数：13,大小：1608K
贺灿飞,地理科学 .,"2016 ,36 (11)",产品结构演化的跨界效应研究——基于中国地级市出口产品的实证分析,贺灿飞1 任永欢2 李蕴雄2,1.北京大学城市与环境学院 2.北京大学城市规划与设计学院,下载：1133,页码：1605-1613,页数：9,大小：1070K
贺灿飞,经济地理 .,"2016 ,36 (06)",相关多样化、地方政府竞争与中国重化工业企业动态,"黎斌1,2 贺灿飞1,2 周沂1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1532,页码：91-99,页数：9,大小：1494K
贺灿飞,地理学报 .,"2016 ,71 (06)",中国对外贸易产品空间路径演化,"贺灿飞1,2 董瑶1 周沂1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：3651,页码：970-983,页数：14,大小：1358K
贺灿飞,北京大学学报(自然科学版) .,"2016 ,52 (03)",产业组织、产业集聚与中国制造业产业污染,"杨帆1,2 周沂1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学–林肯研究院城市发展与土地政策研究中心,下载：1728,页码：563-573,页数：11,大小：836K
贺灿飞,地理研究 .,"2016 ,35 (04)",技术关联与城市产业增长研究,"刘鑫1 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1645,页码：717-730,页数：14,大小：1799K
贺灿飞,地理科学进展 .,"2016 ,35 (03)",中国的地区企业进入与退出关联研究,李蕴雄1 任永欢1 贺灿飞2,1.北京大学城市规划与设计学院 2.北京大学城市与环境学院,下载：1141,页码：349-357,页数：9,大小：1254K
贺灿飞,北京大学学报(自然科学版) .,"2016 ,52 (02)",基于城乡联系的农村居民点布局优化研究——以重庆市为例,"杨昕1 贺贤华1 毛熙彦1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1155,页码：336-344,页数：9,大小：1130K
贺灿飞,中国农业资源与区划 .,"2016 ,37 (01)",基于加权Voronoi多边形的山区农村居民点优化布局——以重庆市崇龛镇与石龙镇为例,"贺贤华1 杨昕1 毛熙彦1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：839,页码：80-89,页数：10,大小：1686K
贺灿飞,农业现代化研究 .,"2015 ,36 (06)",西南山区乡村公共服务设施空间布局优化研究——以重庆市崇龛镇小学为例,王劲轲 毛熙彦 贺灿飞,1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1399,页码：1055-1061,页数：7,大小：915K
贺灿飞,铁道运输与经济 .,"2015 ,37 (10)",区域对外交通设施与制造业布局的关系研究,刘鑫 毛熙彦 贺灿飞,北京大学城市与环境学院,下载：507,页码：74-79,页数：6,大小：1601K
贺灿飞,地理学报 .,"2015 ,70 (10)",中国环境规制、地理区位与企业生产率增长,"黄志基1,2 贺灿飞1,2 杨帆1,2 周沂1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：3153,页码：1581-1591,页数：11,大小：1178K
贺灿飞,城市发展研究 .,"2015 ,22 (09)",城市旧工业区产业升级与空间置换——以广州市白云区良田工业园为例,李蕴雄1 周沂2 任永欢1 贺灿飞2 杨帆2,1.北京大学城市规划与设计学院 2.北京大学城市与环境学院,下载：776,页码：102-108,页数：7,大小：435K
贺灿飞,地理科学进展 .,"2015 ,34 (09)",尺度重构视角下的经济全球化研究,"贺灿飞1,2 毛熙彦1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：2983,页码：1073-1083,页数：11,大小：964K
贺灿飞,自然资源学报 .,"2015 ,30 (08)",中国资源性产业空间演变特征,"毛熙彦1,2 刘颖1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1111,页码：1332-1342,页数：11,大小：1194K
贺灿飞,自然资源学报 .,"2015 ,30 (07)",中国污染密集型产业地理分布研究,周沂 贺灿飞 刘颖,1.北京大学城市与环境学院 2.北京大学林肯研究院城市发展与土地政策研究中心,下载：2120,页码：1183-1196,页数：14,大小：1350K
贺灿飞,开发研究 .,2015 (03),村镇产业用地再开发的制度约束与机制创新,"黄志基1,2 贺灿飞1,2 刘颖1,2 李志斌1",1.北京大学城市与环境学院 2.北京大学林肯研究院城市发展与土地政策研究中心,下载：380,页码：156-161,页数：6,大小：133K
贺灿飞,经济地理 .,"2015 ,35 (05)",西方经济地理学的政策研究综述——基于CiteSpace的知识图谱分析,"范帅邦1,2 郭琪1 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：6332,页码：15-24,页数：10,大小：1783K
